user_id,Attention,MemoryRecall,ProcessingSpeed,Reasoning,WorkingMemory,education_level,country,time_of_day,grand_index,gender_reclassified,age_band_derive,filter_$
1174223,18.0,12.0,6.0,250.5,7.0,6.0,US,0.0,111.088,Female,,1
1174577,14.0,10.0,4.0,215.0,8.0,2.0,US,21.0,96.904,Female,,1
1174952,12.0,5.0,6.0,222.5,9.0,4.0,US,0.0,102.383,Female,,1
1175705,13.0,8.0,6.0,280.5,9.0,6.0,US,12.0,105.208,Male,,1
1178762,23.0,15.0,5.0,189.5,10.0,4.0,US,11.0,133.211,Female,,1
1179000,7.0,8.0,5.0,266.5,9.0,4.0,US,13.0,92.842,Female,,1
1179046,15.0,10.0,5.0,215.0,9.0,6.0,US,19.0,109.764,Female,,1
1181701,10.0,11.0,5.0,244.5,9.0,4.0,US,13.0,104.887,Female,,1
1182162,16.0,12.0,5.0,197.5,7.0,3.0,US,13.0,116.946,Male,,1
1183139,16.0,10.0,6.0,209.0,7.0,9.0,US,22.0,108.679, ,,1
1185546,8.0,3.0,3.0,287.0,6.0,6.0,US,21.0,71.424,Female,,1
1185953,9.0,10.0,6.0,186.0,9.0,3.0,US,20.0,104.597,Female,,1
1186010,23.0,13.0,6.0,217.5,8.0,4.0,US,22.0,115.699,Male,,1
1187017,19.0,11.0,5.0,172.0,8.0,6.0,US,10.0,110.123,Female,,1
1187822,18.0,14.0,7.0,224.0,8.0,4.0,US,13.0,125.159,Male,,1
1191398,9.0,10.0,5.0,255.0,8.0,1.0,AU,11.0,98.706,Female,,1
1191421,13.0,5.0,4.0,285.0,10.0,2.0,US,19.0,95.457,Male,,1
1192500,17.0,4.0,6.0,204.0,9.0,5.0,AU,22.0,110.007,Male,,1
1193048,15.0,10.0,4.0,199.0,8.0,7.0,US,13.0,104.887,Female,,1
1193156,7.0,5.0,4.0,385.0825369944426,9.0,3.0,AU,21.0,74.024,Female,,1
1194849,13.0,5.0,5.0,213.0,7.0,4.0,US,21.0,96.306,Female,,1
1195290,10.0,9.0,4.0,192.5,9.0,4.0,US,21.0,93.349,Female,,1
1197858,14.0,11.0,6.0,228.5,7.0,6.0,CA,14.0,95.128,Female,,1
1199225,18.0,12.0,6.0,182.5,8.0,3.0,US,16.0,115.845,Male,,1
1201982,17.0,14.0,7.0,222.0,8.0,4.0,US,9.0,117.429,Female,,1
1202201,20.0,8.0,6.0,233.0,9.0,3.0,US,13.0,111.817,Female,,1
1202271,21.0,10.0,6.0,174.5,9.0,3.0,US,12.0,122.641,Male,,1
1203293,13.0,8.0,6.0,198.0,7.0,3.0,US,20.0,105.841,Female,,1
1205257,9.0,3.0,5.0,260.0,7.0,3.0,US,20.0,80.892,Female,,1
1207749,7.0,3.0,6.0,219.5,7.0,3.0,US,19.0,92.842,Female,,1
1208854,14.0,6.0,6.0,232.0,8.0,2.0,US,16.0,101.752,Male,,1
1211430,27.0,11.0,6.0,253.0,8.0,7.0,US,12.0,116.016,Female,,1
1212481,20.0,15.0,6.0,244.5,9.0,4.0,US,22.0,117.274,Male,,1
1213856,11.0,3.0,4.0,211.0,8.0,6.0,US,18.0,94.837,Male,,1
1215010,18.0,9.0,7.0,238.0,8.0,6.0,US,12.0,116.946,Female,,1
1215400,29.15204209153657,18.0,7.0,232.5,9.0,9.0,US,18.0,134.47,Female,,1
1216585,13.0,6.0,7.0,257.0,8.0,6.0,US,11.0,98.278,Male,,1
1216737,19.0,8.0,5.0,221.5,9.0,3.0,US,7.0,104.025,Male,,1
1216887,26.0,12.0,6.0,269.5,10.0,4.0,US,19.0,116.016,Male,,1
1218004,11.0,7.0,5.0,237.0,7.0,4.0,US,13.0,89.751,Male,,1
1218758,8.0,10.0,5.0,196.0,8.0,8.0,US,1.0,100.069,Male,,1
1219176,11.0,14.0,4.0,228.0,6.0,6.0,US,11.0,95.621, ,,1
1220963,7.0,5.0,4.0,209.5,8.0,3.0,CA,9.0,77.371,Female,,1
1221027,16.0,8.0,4.0,306.0,8.0,3.0,US,21.0,86.883,Female,,1
1221605,14.0,3.0,8.0,258.0,8.0,6.0,US,10.0,97.352,Male,,1
1221682,12.0,7.0,5.0,195.5,10.0,2.0,US,14.0,115.512,Male,,1
1221794,13.0,5.0,3.0,225.0,8.0,9.0,US,11.0,88.516, ,,1
1224655,21.0,9.0,5.0,244.0,8.0,4.0,US,15.0,106.944,Female,,1
1225422,8.0,7.0,6.0,252.5,8.0,3.0,US,15.0,95.762,Female,,1
1226389,8.0,4.0,3.0,298.0,7.0,3.0,US,10.0,69.327,Female,,1
1226753,12.0,10.0,4.0,247.5,8.0,3.0,US,20.0,88.188,Female,,1
1228575,26.0,8.0,7.0,217.5,9.0,5.0,AU,21.0,126.191,Female,,1
1234832,11.0,10.0,6.0,183.0,9.0,3.0,US,15.0,112.805,Female,,1
1238861,24.0,5.0,6.0,222.0,8.0,4.0,CA,11.0,103.57,Female,,1
1243056,23.0,13.0,6.0,213.0,8.0,4.0,US,3.0,113.284,Female,,1
1243919,11.0,6.0,6.0,263.0,9.0,6.0,AU,21.0,94.708,Female,,1
1245375,13.0,15.0,5.0,245.0,9.0,6.0,US,10.0,114.426,Female,,1
1245567,18.0,7.0,5.0,213.5,9.0,4.0,US,20.0,106.796,Male,,1
1245626,11.0,8.0,6.0,183.5,8.0,1.0,AU,12.0,108.679,Male,,1
1245828,20.0,4.0,6.0,224.5,10.0,4.0,US,10.0,110.906,Male,,1
1247038,14.0,8.0,6.0,243.5,8.0,4.0,US,5.0,100.378,Female,,1
1248500,15.0,11.0,6.0,254.5,8.0,2.0,US,3.0,106.458,Female,,1
1249382,6.0,4.0,6.0,278.0,8.0,3.0,US,18.0,79.009,Male,,1
1250390,11.0,6.0,5.0,262.0,7.0,6.0,US,8.0,85.873,Female,,1
1250870,13.0,8.0,5.0,229.5,9.0,9.0,CA,13.0,104.597, ,,1
1254277,24.0,10.0,7.0,217.0,9.0,6.0,US,19.0,128.492,Female,,1
1254325,6.0,10.0,6.0,299.5,7.0,9.0,US,10.0,86.593, ,,1
1255970,19.0,4.0,5.0,228.0,7.0,6.0,US,13.0,93.171,Female,,1
1258981,11.0,10.0,5.0,218.0,8.0,3.0,US,22.0,109.322,Female,,1
1259053,16.0,12.0,6.0,167.5,8.0,6.0,US,10.0,107.732,Male,,1
1259208,15.0,11.0,6.0,269.5,9.0,3.0,US,16.0,106.458,Male,,1
1259420,21.0,14.0,7.0,177.5,9.0,6.0,US,12.0,130.697,Male,,1
1260131,18.0,8.0,7.0,218.5,8.0,4.0,US,10.0,114.59,Male,,1
1261095,9.0,3.0,4.0,166.5,9.0,42.43419651522588,NZ,21.0,90.515,Female,,1
1262495,17.0,6.0,5.0,217.5,10.0,4.0,CA,7.0,113.912,Female,,1
1267432,11.0,11.0,6.0,258.5,9.0,4.0,US,15.0,98.428,Female,,1
1268508,22.0,9.0,4.0,162.0,9.0,4.0,US,9.0,116.639,Male,,1
1268533,16.0,11.0,6.0,209.5,6.0,8.0,US,21.0,97.843,Male,,1
1270387,26.0,12.0,7.0,229.0,10.0,42.43419651522588,CA,3.0,136.772,Male,,1
1270416,20.0,10.0,8.0,207.0,9.0,6.0,US,22.0,130.196,Male,,1
1270754,17.0,11.0,6.0,188.0,9.0,5.0,US,19.0,120.977,Male,,1
1275595,22.0,12.0,7.0,213.5,8.0,6.0,US,3.0,123.821,Female,,1
1278168,11.0,3.0,4.0,203.5,7.0,6.0,US,19.0,86.883,Female,,1
1278440,7.0,9.0,5.0,236.5,6.0,3.0,US,4.0,88.188,Female,,1
1280559,15.0,7.0,4.0,202.5,7.0,8.0,US,9.0,91.919,Male,,1
1280675,17.0,4.0,5.0,213.0,8.0,5.0,US,7.0,102.244,Male,,1
1285743,13.0,7.0,8.0,189.5,10.0,4.0,US,9.0,125.9,Female,,1
1288767,19.0,15.0,5.0,208.0,7.0,3.0,US,11.0,106.133,Female,,1
1289901,18.0,11.0,6.0,221.0,8.0,3.0,US,4.0,104.887,Female,,1
1290658,12.0,9.0,5.0,202.5,9.0,3.0,US,12.0,101.752,Male,,1
1290942,9.0,4.0,7.0,202.0,8.0,3.0,US,10.0,95.274,Male,,1
1290963,16.0,8.0,6.0,357.0,8.0,6.0,US,18.0,104.025,Male,,1
1292004,21.0,9.0,5.0,182.0,9.0,3.0,AU,12.0,113.558,Male,,1
1292828,19.0,3.0,6.0,167.5,9.0,42.43419651522588,CA,19.0,112.641,Female,,1
1300723,18.0,10.0,5.0,206.0,9.0,4.0,CA,22.0,107.879,Female,,1
1303089,12.0,11.0,6.0,309.0,7.0,6.0,US,20.0,98.428,Female,,1
1304757,23.0,9.0,7.0,215.0,9.0,3.0,AU,20.0,121.952,Female,,1
1307654,13.0,3.0,6.0,190.0,10.0,4.0,US,13.0,108.679,Female,,1
1308801,13.0,13.0,7.0,216.0,10.0,9.0,US,13.0,109.623, ,,1
1310430,17.0,8.0,6.0,232.5,7.0,4.0,CA,1.0,103.57,Female,,1
1316130,14.0,6.0,5.0,195.5,8.0,5.0,CA,13.0,102.838,Male,,1
1317011,10.0,6.0,5.0,244.5,7.0,3.0,US,12.0,88.005,Female,,1
1318004,12.0,15.0,6.0,201.5,8.0,3.0,US,17.0,116.496,Male,,1
1326351,18.0,7.0,6.0,243.0,9.0,4.0,CA,20.0,111.088,Male,,1
1327635,12.0,9.0,5.0,262.0,10.0,3.0,US,15.0,108.505,Female,,1
1327751,14.0,2.0,5.0,241.0,9.0,6.0,US,17.0,99.499,Male,,1
1327909,6.0,1.0,6.0,212.0,6.0,1.0,AU,9.0,78.045,Male,,1
1330181,21.0,4.0,4.0,232.5,8.0,4.0,US,6.0,93.0,Female,,1
1332215,17.0,10.0,6.0,314.5,7.0,6.0,US,22.0,101.12,Female,,1
1333220,17.0,7.0,6.0,218.5,7.0,2.0,US,10.0,104.025,Female,,1
1336389,11.0,4.0,5.0,351.5,7.0,6.0,US,17.0,76.746,Female,,1
1337812,12.0,3.0,6.0,211.0,8.0,9.0,CA,23.0,89.608,Male,,1
1341364,15.0,6.0,6.0,269.0,8.0,2.0,US,8.0,102.244,Female,,1
1344409,8.0,7.0,4.0,232.0,6.0,42.43419651522588,US,7.0,83.244,Female,,1
1346179,8.0,8.0,4.0,249.5,9.0,8.0,US,13.0,95.274,Female,,1
1346829,13.0,8.0,5.0,212.0,8.0,3.0,US,10.0,109.899,Male,,1
1347468,20.0,3.0,4.0,243.5,8.0,2.0,AU,10.0,95.91,Female,,1
1348104,15.0,5.0,5.0,385.0825369944426,8.0,6.0,US,15.0,104.025,Male,,1
1352401,13.0,18.0,8.93056768497759,205.5,9.0,4.0,US,9.0,128.492,Female,,1
1355153,11.0,2.0,5.0,197.0,7.0,3.0,US,22.0,90.698,Male,,1
1355616,22.0,7.0,5.0,207.0,8.0,4.0,CA,6.0,119.363,Male,,1
1356,8.0,1.0,5.0,207.5,7.0,4.0,US,17.0,89.751,Female,,1
1357382,16.0,14.0,4.0,256.0,8.0,9.0,AU,19.0,100.959, ,,1
1357461,20.0,9.0,6.0,198.5,8.0,4.0,AU,11.0,104.887,Female,,1
1360581,17.0,11.0,7.0,184.5,8.0,2.0,US,12.0,108.193,Female,,1
1361705,24.0,15.0,7.0,180.0,9.0,5.0,US,22.0,132.178,Female,,1
1362444,23.0,7.0,8.0,192.5,9.0,6.0,US,13.0,131.742,Female,,1
1367532,15.0,7.0,6.0,232.0,9.0,8.0,US,7.0,104.744,Female,,1
1368159,16.0,6.0,6.0,214.5,8.0,6.0,US,15.0,98.278,Male,,1
1370063,21.0,9.0,7.0,208.0,8.0,4.0,US,4.0,120.797,Male,,1
1370329,12.0,4.0,6.0,249.0,8.0,4.0,US,11.0,97.994,Male,,1
1372329,11.0,5.0,5.0,252.0,7.0,3.0,US,1.0,87.364,Male,,1
1373268,18.0,11.0,6.0,195.0,8.0,9.0,CA,21.0,122.777,Female,,1
1374371,18.0,12.0,7.0,212.0,8.0,3.0,US,17.0,119.094,Male,,1
1375193,11.0,13.0,7.0,241.0,5.0,4.0,US,10.0,104.31,Male,,1
1380219,18.0,7.0,7.0,212.5,7.0,3.0,US,14.0,110.259,Female,,1
1380302,18.0,11.0,7.0,220.5,8.0,9.0,US,4.0,115.699, ,,1
1382120,21.0,10.0,5.0,225.0,8.0,3.0,CA,11.0,109.764,Female,,1
1385251,25.0,16.0,6.0,258.5,7.0,6.0,CA,16.0,119.363,Male,,1
1386382,5.0,4.0,5.0,246.0,7.0,3.0,US,8.0,77.713,Female,,1
1389086,18.0,4.0,6.0,207.5,7.0,4.0,US,22.0,108.041,Male,,1
1389601,15.0,7.0,6.0,380.5,8.0,4.0,US,14.0,95.274,Male,,1
1390601,9.0,11.0,7.0,220.5,8.0,2.0,AU,9.0,109.487,Female,,1
1390873,17.0,10.0,5.0,214.5,8.0,1.0,AU,10.0,109.322,Male,,1
1393376,12.0,5.0,5.0,283.0,7.0,4.0,US,14.0,85.114,Male,,1
1393820,12.0,10.0,5.0,218.5,9.0,4.0,US,16.0,98.706,Male,,1
1394272,17.0,7.0,7.0,242.0,8.0,6.0,US,10.0,115.699,Female,,1
1394788,17.0,4.0,4.0,216.0,7.0,4.0,US,9.0,94.975,Male,,1
1394860,7.0,2.0,4.0,385.0825369944426,7.0,3.0,US,11.0,104.025,Male,,1
1396094,11.0,8.0,3.0,179.5,9.0,3.0,US,22.0,101.295,Female,,1
1396334,13.0,7.0,5.0,332.0,8.0,3.0,CA,23.0,92.225,Male,,1
1397886,20.0,8.0,5.0,193.0,8.0,4.0,US,13.0,108.505,Female,,1
1399095,10.0,3.0,3.0,237.0,7.0,8.0,US,20.0,69.667,Female,,1
1406511,8.0,9.0,5.0,195.0,9.0,4.0,US,9.0,94.264,Female,,1
1406725,19.0,14.0,5.0,178.0,8.0,5.0,US,7.0,109.623,Male,,1
1407543,19.0,12.0,6.0,184.0,10.0,3.0,US,20.0,131.489,Male,,1
1408063,8.0,4.0,6.0,240.5,8.0,1.0,US,12.0,96.584,Male,,1
1409543,18.0,15.0,6.0,201.5,8.0,4.0,US,7.0,121.448,Female,,1
1409991,22.0,8.0,8.0,206.0,7.0,4.0,US,16.0,126.923,Male,,1
1411453,18.0,9.0,8.0,201.5,8.0,4.0,AU,20.0,116.946,Female,,1
1416846,15.0,1.0,6.0,229.5,9.0,6.0,US,11.0,95.457,Female,,1
1417331,14.0,12.0,8.0,206.0,11.0,3.0,US,7.0,130.877,Male,,1
1418138,12.0,5.0,5.0,261.5,8.0,4.0,US,5.0,87.674,Male,,1
1418898,15.0,3.0,6.0,233.5,8.0,4.0,US,12.0,99.342,Female,,1
1420543,11.0,7.0,6.0,267.5,7.0,6.0,US,17.0,97.994,Male,,1
1420915,7.0,7.0,5.0,212.5,8.0,8.0,US,15.0,95.457,Male,,1
1421095,20.0,13.0,6.0,208.5,7.0,6.0,US,23.0,114.749,Female,,1
1422641,14.0,7.0,5.0,220.5,7.0,6.0,US,17.0,95.762,Female,,1
1428566,11.0,5.0,5.0,255.0,8.0,9.0,US,8.0,97.352, ,,1
1430374,23.0,8.0,7.0,158.5,9.0,4.0,US,15.0,131.742,Male,,1
1432281,8.0,8.0,5.0,225.0,8.0,2.0,US,9.0,91.153,Female,,1
1433063,17.0,17.0,5.0,196.0,11.0,3.0,US,17.0,122.641,Male,,1
1434255,15.0,6.0,4.0,222.0,7.0,4.0,US,12.0,86.593,Female,,1
1440213,18.0,13.0,7.0,184.5,9.0,4.0,CA,11.0,126.191,Female,,1
1441125,15.0,6.0,5.0,203.0,8.0,4.0,AU,15.0,108.836,Female,,1
1441316,25.0,11.0,7.0,179.5,9.0,8.0,US,13.0,136.195,Male,,1
1442536,8.0,8.0,4.0,242.5,7.0,4.0,US,12.0,78.844,Female,,1
1443365,11.0,10.0,5.0,281.0,7.0,4.0,US,12.0,87.51,Female,,1
1445542,10.0,14.0,6.0,309.5,10.0,4.0,US,11.0,108.505,Female,,1
1445850,8.0,7.0,6.0,223.0,9.0,6.0,US,19.0,93.969,Female,,1
